0,1,2,,,,
135.7557694,120.670883,110.2980892,,162.8214746,154.1124407,174.895334
117.2845282,102.0937769,138.4929476,,,,
146.0673394,106.7648317,140.2823862,,,,
129.8133338,125.036293,135.7319931,,,,
149.9485581,103.4516295,123.5359588,,,,
150.425213,102.4515891,135.1458924,,,,
133.7250974,116.4534068,138.761432,,,,
144.4554495,117.4394807,131.5023948,,,,
135.5141701,120.3180501,140.7231145,,,,
139.5481612,133.6323599,138.7594307,,,,
152.5957728,123.4843334,129.7767601,,,,
95.01635992,126.3004179,113.7410217,,,,
106.2898736,117.2526131,115.6403562,,,,
135.606981,122.8896644,130.2293706,,,,
111.8768474,91.9812963,132.6256573,,,,
140.0583491,116.9382965,128.0317453,,,,
118.337882,94.972413,109.0755613,,,,
112.856441,94.39198873,113.574112,,,,
120.7202381,113.4358595,113.2953342,,,,
135.5499258,109.5736179,128.0670106,,,,
135.7361028,87.57784667,123.1522504,,,,
121.1619645,124.5108614,89.04493029,,,,
114.4147687,128.9399862,114.4766075,,,,
102.3090233,133.4400005,120.4484718,,,,
100.718434,136.89225,99.43645515,,,,
133.7007943,138.0948809,98.84127446,,,,
134.2721449,137.3079592,95.54134821,,,,
123.7731518,130.5387062,118.8688139,,,,
124.8208349,128.373845,121.8655458,,,,
125.0022117,129.1214269,126.4233101,,,,
115.1812954,117.3864439,125.8224925,,,,
103.5978557,120.2645184,120.4127646,,,,
121.2559586,118.4970881,129.6136903,,,,
137.9805402,134.994332,126.5620372,,,,
145.7927174,120.9208226,113.7894737,,,,
132.8599578,126.0909393,120.5759495,,,,
138.4291713,128.9821155,115.4391036,,,,
141.1321584,135.5826469,126.1665187,,,,
145.0705381,140.9659336,122.8471507,,,,
141.4687316,136.3510885,141.4513001,,,,
122.1302145,145.4656734,138.2227354,,,,
116.9209536,127.2182991,87.68263215,,,,
137.1035793,129.4230615,98.59622803,,,,
127.3374308,132.1506625,62.26449094,,,,
124.9281854,133.5685674,75.34613275,,,,
122.4662049,134.9461319,84.45264746,,,,
101.7850676,140.7235444,75.76364726,,,,
99.0556901,131.757639,90.81773369,,,,
141.3819664,132.0154875,95.11599559,,,,
136.9506901,130.7232724,97.35877672,,,,
124.2737103,131.0948694,94.69202946,,,,
115.6481624,91.63647937,106.6607676,,,,
100.5832763,68.41786174,122.9758665,,,,
110.8490333,92.45587975,111.0836557,,,,
121.367951,78.80997078,114.1349796,,,,
131.8695165,78.5104774,115.7346692,,,,
118.9836083,71.17407553,126.5462299,,,,
131.0769678,68.12081348,133.0794628,,,,
138.8476637,113.9571152,129.3949464,,,,
143.3584629,124.9613101,123.2556299,,,,
132.8566363,134.5477588,132.8024351,,,,
119.3358481,128.1605811,113.7871002,,,,
123.254327,125.3606838,124.829508,,,,
116.0636619,133.248731,111.557568,,,,
122.7413291,138.0690965,110.1014983,,,,
115.940847,134.2363064,120.8165569,,,,
119.2334471,129.4003707,120.9355041,,,,
115.3032044,132.3912194,109.0482637,,,,
117.2611453,143.4926437,103.619882,,,,
129.4197934,143.6533785,128.7626995,,,,
117.4170857,137.840738,105.3903887,,,,
35.04808443,116.6369251,117.6501225,,,,
46.08826591,128.3571486,117.8577687,,,,
110.2068428,138.1231071,121.2193979,,,,
120.0622693,124.4431217,110.5724665,,,,
133.2561881,136.7285975,121.2750048,,,,
129.2410526,126.7882575,134.1352996,,,,
133.8963317,142.433147,140.8919548,,,,
127.8779861,146.5854881,136.2056456,,,,
134.1264137,136.5828618,142.4867183,,,,
136.9008296,144.2279724,142.6867178,,,,
135.2969062,120.37051,114.5366678,,,,
135.6964007,126.6657468,122.1575308,,,,
130.0634461,129.7139443,95.63023695,,,,
139.7613053,135.1291447,118.309524,,,,
141.5256904,139.8080591,119.0845715,,,,
150.3309767,127.0977566,114.1963901,,,,
140.8710736,107.6513646,126.8162014,,,,
134.0360719,98.07141384,116.9225817,,,,
141.5470834,117.8106978,141.7236079,,,,
138.8428981,130.2350307,121.3676024,,,,
128.8403916,95.71725459,130.8348251,,,,
141.2854358,128.1525006,135.8513446,,,,
106.3154512,123.7695077,126.8209876,,,,
149.9605024,141.8580695,140.9916683,,,,
110.289645,133.1181714,132.112237,,,,
117.5796944,124.8568755,135.4255691,,,,
105.1178374,117.9962576,134.7430162,,,,
135.3494512,135.7018215,135.696106,,,,
132.884233,114.0349892,139.3196301,,,,
112.952353,133.1868058,128.3801918,,,,
129.8258703,132.2775889,114.6725581,,,,
135.284068,129.79939,113.1917472,,,,
139.236766,115.7724718,115.7635198,,,,
140.4323423,114.8459596,127.9009905,,,,
133.7125392,118.1698502,114.8212859,,,,
154.5282551,130.0175103,121.892184,,,,
148.0635675,132.4325674,119.0313208,,,,
136.5289149,126.7094997,118.4787397,,,,
141.0678142,130.0136759,131.0642224,,,,
155.6531201,138.9422218,134.7140635,,,,
112.5650837,122.2535673,132.0495789,,,,
144.2477704,112.7501863,129.0599892,,,,
98.72997398,132.5461509,133.863431,,,,
115.4833984,124.935263,136.9992446,,,,
119.0269244,116.9754765,150.3821629,,,,
122.7410556,128.0896114,119.9761021,,,,
131.6217286,132.5762898,143.0917354,,,,
112.5233167,105.6661553,130.6611004,,,,
107.6593346,103.1613702,131.043253,,,,
135.1462417,122.5475393,119.6112129,,,,
107.0011238,132.3065142,131.3957768,,,,
98.40602447,127.4839343,137.5202268,,,,
119.9051687,129.4862643,123.6030588,,,,
116.9246871,125.5112621,110.8800636,,,,
115.4486284,134.2881187,121.281378,,,,
124.6318493,126.7155007,121.8461652,,,,
105.3801635,130.1913073,128.5400485,,,,
123.5645759,132.996778,137.3571896,,,,
116.2479333,127.1317376,128.7079549,,,,
115.9109227,150.8574234,142.5027412,,,,
119.8017037,119.1000236,121.8610333,,,,
134.0134965,114.4451162,119.7965776,,,,
105.975982,136.5638441,120.1549625,,,,
116.5217514,125.602568,126.471351,,,,
113.1002146,124.0519084,130.7078261,,,,
113.5286984,123.8352564,138.0299989,,,,
120.0954464,128.6086344,144.022745,,,,
129.4958976,132.0795426,140.3241512,,,,
129.8758124,128.7483932,135.0409747,,,,
129.3227856,128.9014701,138.4682775,,,,
122.8370575,117.5406665,131.1069428,,,,
121.6987042,135.8806816,128.1670012,,,,
114.8509279,126.4474617,114.2389733,,,,
122.2419319,109.6694401,108.7813087,,,,
123.0152609,133.0665787,134.0853443,,,,
132.0380165,117.6008688,117.9413061,,,,
142.6541589,128.9080135,120.5440669,,,,
132.2337222,117.9735548,116.8751754,,,,
136.7666569,107.641358,104.3104832,,,,
128.2662954,132.7405298,126.2253298,,,,
107.1116145,132.0200358,137.539362,,,,
143.8480352,130.7613869,119.2968922,,,,
125.6850079,116.2331074,123.7671785,,,,
149.9556846,119.8704214,117.8313812,,,,
120.5972645,109.5440019,132.6586902,,,,
118.9273284,64.71508962,117.6838176,,,,
122.7324483,78.31882119,115.5616843,,,,
123.6958148,65.21445487,136.7705409,,,,
132.1654059,61.70668271,122.6223462,,,,
131.8476215,58.06762121,147.6513339,,,,
132.7713388,62.29112523,137.8987503,,,,
117.9324872,91.6315157,129.5927099,,,,
125.1691438,100.7600078,126.4740128,,,,
126.6810284,67.76566952,139.7665779,,,,
123.8131093,94.63230939,138.7249901,,,,
114.6077197,74.59100138,133.8059397,,,,
100.724651,71.82506742,137.3554392,,,,
122.176021,104.0520922,136.5785073,,,,
119.1646288,71.8689911,135.0213003,,,,
120.5738941,72.64054793,144.521295,,,,
127.8457692,70.23494527,131.8306322,,,,
117.2207422,99.84802492,131.8445988,,,,
119.9962431,73.26671363,129.3713986,,,,
121.5302977,91.76162915,130.4096013,,,,
126.2503349,100.6834442,133.1382183,,,,
121.1578639,117.8695097,122.9549583,,,,
138.7693073,122.433223,132.7178615,,,,
150.63569,144.2463212,133.4943337,,,,
132.6951847,127.6322764,129.5741847,,,,
139.1299146,133.6853837,122.8711381,,,,
112.9728731,121.3476254,115.4947166,,,,
80.744212,124.3475091,102.1780855,,,,
85.37543495,131.9226635,92.99796531,,,,
90.52521901,139.6689433,116.556489,,,,
97.50062299,129.4321701,110.7107863,,,,
89.42667489,128.3873151,98.80242447,,,,
95.41468476,127.6941175,106.9233003,,,,
94.58197017,140.8295847,125.1424396,,,,
91.81437534,130.3803357,125.1657285,,,,
91.40130687,139.9072713,93.30717118,,,,
109.5178074,106.8288276,106.4820702,,,,
104.2739667,116.879513,110.6422124,,,,
90.68436313,123.9345626,135.8035225,,,,
112.8826996,122.7759734,106.431909,,,,
124.7301968,122.0089562,108.9823858,,,,
124.61552,119.8481716,100.6692662,,,,
123.5422666,119.5573434,94.67269445,,,,
132.7198376,118.4715199,110.6804782,,,,
140.251423,131.7839686,120.3851989,,,,
153.0664252,125.679199,106.5483854,,,,
86.6824131,106.5817381,128.2203021,,,,
85.48842688,103.5836329,121.9986164,,,,
101.1965154,108.1034158,121.7482718,,,,
100.4147529,115.4471519,124.2027453,,,,
82.61931365,139.7323188,122.5738364,,,,
136.2051047,125.1963665,127.7665854,,,,
123.2842357,137.6793235,140.3629467,,,,
137.6273423,131.7465457,148.109157,,,,
130.579247,129.009995,131.6242957,,,,
144.9194004,149.3681993,146.5778016,,,,
126.6405564,123.0017015,100.3220766,,,,
108.2669224,126.5354995,115.8007799,,,,
115.6302286,127.7120064,131.1937312,,,,
102.2622135,137.1767348,130.862275,,,,
110.2817339,136.0335533,140.3387098,,,,
120.4288115,130.9264234,144.79213,,,,
128.4990352,136.1436147,135.4673685,,,,
142.7716703,151.8716912,135.0395306,,,,
133.3205144,147.6324318,146.9992325,,,,
137.5619386,131.7008872,174.895334,,,,
118.2439835,92.92797609,130.6093129,,,,
119.7384791,76.89095944,119.3157587,,,,
117.5746961,86.02497697,125.7325881,,,,
116.7682023,97.43177873,136.3373624,,,,
115.9375349,79.70915122,126.3656767,,,,
101.4517896,79.30094038,130.5972967,,,,
92.63986413,81.13025241,121.4875901,,,,
116.0389353,89.84988662,133.0559641,,,,
101.2470573,78.79936466,131.9500036,,,,
134.648953,73.83374157,152.4850223,,,,
81.85767614,121.9438738,116.4973218,,,,
78.23896877,135.929595,126.0987276,,,,
85.15410807,110.7188549,114.3227802,,,,
102.8348164,102.5510458,100.2302662,,,,
112.8529265,82.36466901,122.3332001,,,,
119.6679791,86.12913386,99.95457224,,,,
126.6724788,89.61223983,129.9253379,,,,
122.5613259,83.76991106,118.9296915,,,,
134.0717989,118.8036799,118.2672844,,,,
140.013464,117.7037348,131.4989537,,,,
117.0019516,120.1029368,123.8605124,,,,
123.5386532,127.5786359,136.6483922,,,,
141.0957398,135.239476,137.7217522,,,,
138.0003267,129.9705623,131.6416761,,,,
125.5768812,116.0944411,139.7498468,,,,
131.6091928,127.781501,127.3287638,,,,
127.2554526,126.8800254,126.9817208,,,,
141.932291,132.2346144,130.1118958,,,,
137.3801766,130.9388026,132.6360801,,,,
136.3292109,140.4794639,131.1686384,,,,
107.7890948,119.9862349,140.7713338,,,,
118.5494178,134.3175234,138.6748833,,,,
123.937339,127.7309498,139.1636567,,,,
123.6809428,123.0276225,139.2771272,,,,
125.17895,123.6685416,131.9501049,,,,
130.6672645,121.2554919,130.8166215,,,,
139.1245451,125.469711,141.3312502,,,,
132.2821358,122.8366564,135.7056288,,,,
130.9247215,127.0299824,161.6893481,,,,
138.468208,107.9255187,140.8290271,,,,
46.24137442,137.3902375,124.0001074,,,,
65.90619106,133.5833888,123.2443333,,,,
64.78166317,124.6996944,121.1358905,,,,
43.86400101,112.6532554,129.2157841,,,,
46.30876245,127.5972574,126.7020655,,,,
35.26689851,101.0591443,133.0146961,,,,
46.92449855,133.8034021,133.7517337,,,,
49.34242602,121.3489038,132.6535273,,,,
48.88248219,128.5949373,134.8509042,,,,
64.44961761,121.3665293,141.6137178,,,,
54.67879214,130.3280395,81.07569786,,,,
58.45214294,130.5880122,98.72828317,,,,
51.18335321,113.464594,83.42734607,,,,
57.71210734,122.7651944,81.28032387,,,,
53.17730879,123.4761996,108.7091504,,,,
111.7473363,119.8460743,120.9728221,,,,
113.7776258,126.8184459,131.0040243,,,,
118.5068022,122.6582042,127.9529593,,,,
123.7961362,127.4638427,130.9370159,,,,
125.0607423,138.4231058,130.830479,,,,
113.1090308,116.3230951,122.6314315,,,,
105.174009,123.0296589,132.6704385,,,,
120.4685788,132.2032899,134.966478,,,,
94.30237978,121.5595657,154.3384966,,,,
95.35543095,131.2539646,132.3001965,,,,
129.3904918,133.5990593,136.8750278,,,,
92.35249357,130.8845417,140.823756,,,,
90.25579652,151.3938967,136.4660835,,,,
87.93568648,134.9273525,137.1335479,,,,
108.9356636,142.3552357,143.2241301,,,,
135.0877769,88.12532927,130.8595694,,,,
129.1036611,94.59983823,140.516369,,,,
133.913995,82.58771883,136.3836708,,,,
124.7840938,87.86059499,128.7709502,,,,
131.0117302,109.596962,120.2605111,,,,
141.5465058,130.4532352,117.7691069,,,,
135.6094649,127.8841473,124.9767265,,,,
123.0346883,137.2445487,132.805376,,,,
128.1036793,122.3299486,132.2926443,,,,
123.2002993,135.3634252,139.4187455,,,,
49.16986696,114.0511942,107.8088501,,,,
112.6192908,100.155322,126.325124,,,,
119.8718979,112.7194566,129.973922,,,,
120.2450737,134.073433,136.2813318,,,,
130.2565189,123.099016,145.9703203,,,,
130.677491,121.4763117,146.1599372,,,,
126.6033748,135.3102268,131.1829798,,,,
125.7491272,149.2540041,135.6321416,,,,
131.049953,140.8012821,126.8858727,,,,
141.5102621,142.8937567,131.7726565,,,,
132.8168169,121.2196489,111.3105968,,,,
128.0265322,130.0538127,77.63220633,,,,
117.3745155,139.6575693,80.79327605,,,,
124.9298376,114.2827486,79.16101108,,,,
114.8520156,108.6916113,89.80321344,,,,
104.4032852,133.4036847,105.0469563,,,,
103.3406732,112.6989691,112.4034935,,,,
115.634635,136.2703932,114.9722594,,,,
117.57305,135.0891761,123.833075,,,,
130.5747361,124.0326751,125.3026254,,,,
123.3136345,122.8636848,127.9723663,,,,
126.5584689,121.0520763,126.2425206,,,,
132.3360827,125.9664811,136.1481779,,,,
127.8513154,133.8915928,104.5190398,,,,
128.7675998,124.0240099,125.0746037,,,,
144.2296222,133.0291076,122.7181662,,,,
128.894494,128.6094041,126.6020331,,,,
125.5479556,154.1124407,124.1031859,,,,
124.0630695,137.317469,119.4129162,,,,
161.7429019,136.2013254,124.2618096,,,,
105.3342669,125.3902679,117.5782995,,,,
128.1575063,128.0943991,97.15222372,,,,
115.4535994,123.8759947,117.2830167,,,,
106.5884174,128.6448617,129.4408553,,,,
116.6812757,104.7795319,134.5904751,,,,
122.4859948,117.6776771,137.7393679,,,,
122.7475799,124.4742252,134.2394405,,,,
108.1469398,139.1399986,135.8414276,,,,
117.6641578,121.6919644,137.6730497,,,,
106.7216912,120.2626277,146.8606596,,,,
116.9954523,52.64445387,124.3389706,,,,
129.8673965,66.3087336,113.3226045,,,,
124.2703834,53.26275887,112.9175234,,,,
131.7866623,60.17061737,127.635582,,,,
142.962773,69.71202364,122.4512986,,,,
121.0093073,59.43558959,97.89646098,,,,
117.7407187,55.3450679,122.2131236,,,,
120.9099665,53.33959702,95.2955629,,,,
123.0180828,58.57120564,98.9403725,,,,
125.2884044,53.73411124,117.7694317,,,,
120.9720795,122.8661695,75.13365356,,,,
120.8364376,129.5252321,60.67437409,,,,
120.6879946,130.0998519,58.49643209,,,,
122.0678589,120.662315,60.38898354,,,,
133.1930628,140.356836,85.01366197,,,,
137.1711862,120.4451184,124.0954408,,,,
135.7833507,121.1113652,135.3985955,,,,
138.3081286,125.464177,133.5179958,,,,
143.0084409,125.4195829,149.6453132,,,,
129.4023041,126.21297,112.8852965,,,,
122.9205552,127.9735043,134.1461236,,,,
147.374525,123.4501312,140.8120578,,,,
128.9318366,131.9807036,134.898575,,,,
134.6266152,120.0143458,131.7857267,,,,
134.5245458,121.1364392,133.3456951,,,,
128.6300169,116.0767896,155.427191,,,,
129.7828501,138.5177107,143.9659374,,,,
136.7777468,121.3858672,138.5761165,,,,
128.8202194,121.2701703,125.6538901,,,,
145.9133789,139.5497928,138.8381728,,,,
111.092453,122.6894156,117.2606333,,,,
121.2027669,131.6359164,117.8974618,,,,
119.6448414,136.150612,101.8318509,,,,
130.1868368,142.0525993,119.8428962,,,,
117.0981543,142.9625416,121.4408021,,,,
100.0223508,113.2516948,103.2606058,,,,
124.0212706,137.7042518,95.06492841,,,,
111.6693328,126.9029674,101.8089743,,,,
114.3534259,143.5099424,108.0118524,,,,
96.49183681,115.8491966,127.2096196,,,,
127.2990543,131.8916147,115.2430523,,,,
122.6253535,118.135334,122.0916619,,,,
91.94007958,113.3579542,135.0584882,,,,
94.15626791,112.284298,123.6345102,,,,
117.867492,119.211611,122.8493562,,,,
122.1302095,123.9513404,122.6286751,,,,
139.3700667,120.5375555,137.5131239,,,,
123.1017272,98.28935146,128.7309167,,,,
124.0171147,103.3848624,141.7387755,,,,
130.6817428,111.5596523,145.6695244,,,,
119.6784156,124.3029831,128.1794511,,,,
142.8679168,133.1991491,128.0309678,,,,
128.2787964,137.7240758,120.4003857,,,,
151.1311756,139.9382165,128.2938311,,,,
123.64919,132.3998079,124.3759345,,,,
130.9034585,136.9624811,130.6134953,,,,
139.9033083,139.1106031,125.578473,,,,
134.8264399,125.5660516,139.6673205,,,,
129.7479903,142.9806476,138.7388661,,,,
162.8214746,138.9042016,143.6209024,,,,
130.1870307,128.2449126,92.95937056,,,,
133.4881997,126.6563331,111.0829118,,,,
145.0104045,153.6969241,118.8689675,,,,
127.7867439,134.4687124,122.8045931,,,,
126.0571122,138.9820622,132.8501371,,,,
137.2177984,127.683814,131.5010926,,,,
127.7987332,149.8885874,127.9279588,,,,
123.2945538,144.7468545,132.3523986,,,,
119.2790439,146.6795219,126.664742,,,,
125.8056813,129.3513017,138.161568,,,,
130.9481077,115.8923831,140.0355608,,,,
127.0769903,115.0101913,140.2143289,,,,
136.6064964,106.4229723,130.99549,,,,
125.0762776,93.19590584,128.2375461,,,,
134.9035644,114.4046389,136.4445021,,,,
130.0052875,100.6908659,133.2714802,,,,
133.9060478,94.61430489,133.4954253,,,,
129.6803461,111.0190073,136.8115753,,,,
125.8434735,108.6142356,121.7654935,,,,
124.996281,108.6659801,139.5075114,,,,
125.3181187,113.7742017,122.3425066,,,,
127.6116196,113.9499815,120.3186977,,,,
119.1300048,148.3563536,99.42224138,,,,
118.5834972,143.2104766,105.6674819,,,,
110.4036803,126.8428578,126.825614,,,,
112.6216137,135.4719349,138.0739696,,,,
115.8865794,122.8826092,122.8917456,,,,
111.1011258,135.2110314,152.3736766,,,,
117.9525914,126.9123669,134.9167152,,,,
113.7738559,132.2825269,139.6769573,,,,
136.4042268,93.8850655,142.9577092,,,,
135.3780475,100.857595,138.6616078,,,,
135.2937456,127.7226206,138.7914555,,,,
134.8447561,104.9446616,133.4436572,,,,
143.85125,131.038271,139.7115153,,,,
139.2696527,97.9032769,128.2107121,,,,
139.9898339,116.4083973,139.9503175,,,,
148.949122,127.4316843,145.9083912,,,,
143.2376894,127.1490763,138.1603913,,,,
146.2341462,129.9888457,141.508054,,,,
127.707922,140.2096645,142.3100356,,,,
137.4145058,140.8007143,145.9407308,,,,
146.6377724,134.8477098,126.8058563,,,,
131.7155242,115.3418195,138.0195812,,,,
127.3742871,97.56533367,121.3836774,,,,
129.7629976,65.77182999,132.5706301,,,,
133.5055426,56.79126597,129.81299,,,,
125.8576196,56.42224642,121.2212837,,,,
139.1475045,89.98359255,125.729797,,,,
140.7042778,54.59351384,122.613972,,,,
56.82123749,132.8923886,117.7213432,,,,
59.3007439,128.0802956,115.6254937,,,,
48.8345067,125.9258357,133.3163512,,,,
61.10309456,128.9354517,132.5071305,,,,
55.1567435,128.8610019,136.1518749,,,,
64.96232437,123.8581586,128.9869476,,,,
50.36175166,133.6783817,129.3311546,,,,
51.49500067,138.2200761,122.4460227,,,,
50.27746302,134.3648982,125.3690289,,,,
51.47667025,127.1937501,148.2873894,,,,
111.7527934,44.02654092,43.27702003,,,,
126.4536114,30.90768336,40.66739417,,,,
130.6061834,37.45036732,53.86251128,,,,
140.2300513,29.48115288,45.21139861,,,,
129.1439938,32.68826902,45.14688217,,,,
123.4613567,36.51218207,53.05482518,,,,
131.912588,30.94829016,43.27184224,,,,
145.4428497,41.94535401,47.90445658,,,,
137.0956438,31.29451886,48.65744398,,,,
153.2523436,46.69479008,47.56987868,,,,
61.80328432,77.15072063,34.44554648,,,,
66.07569028,76.07854932,78.40038351,,,,
108.3297702,109.7316928,117.7661156,,,,
131.254918,120.7964783,109.635889,,,,
132.9841405,123.9144506,115.6496689,,,,
137.5566663,124.8773587,137.8427,,,,
128.0922449,131.0520919,131.5609172,,,,
140.2158812,133.0349425,126.5112207,,,,
122.4486333,129.6579755,130.5328976,,,,
135.5196876,127.9214493,132.128161,,,,
121.5772061,89.7465504,134.5795704,,,,
130.5722064,107.0137168,133.7704548,,,,
121.0593802,93.72209615,103.1380524,,,,
116.9718472,114.1667528,136.250194,,,,
112.3729229,129.3244119,123.3942014,,,,
128.0291253,124.0083782,122.4310742,,,,
122.0102847,125.3123131,97.15065378,,,,
129.6042371,135.4319824,129.4510448,,,,
131.9409697,125.9750962,133.6888594,,,,
121.7349907,140.8036203,105.0994953,,,,
125.0350847,142.3482962,129.7678605,,,,
125.7207058,110.6013405,127.6285812,,,,
136.8736667,132.539049,136.5396823,,,,
132.2652166,143.0970538,127.9790141,,,,
133.4647463,115.5029316,129.9709431,,,,
139.34308,109.4263791,126.0149781,,,,
146.1571391,145.2570821,137.1881085,,,,
135.5315717,126.6647673,135.363971,,,,
141.9981411,121.5819091,134.4335068,,,,
