systemThrouput,
4.978052413,5.022090404
4.96027306,4.989792699
4.972901349,5.017315267
4.963267131,5.018906854
4.970306144,5.026063441
4.969901836,5.017243014
4.970854622,5.015795768
4.977850788,5.000263407
4.966590352,5.02440366
4.958557348,5.02375114
4.978172271,5.022136524
4.963706134,5.010698202
4.95995969,5.026655543
4.967402039,4.988634705
4.955180076,5.015950703
4.965519027,5.019089304
4.963590639,5.031859178
4.971731723,5.022748349
4.958002098,5.031152811
4.965951565,4.994472568
4.95396445,5.019732758
4.961456951,5.000601575
4.966616692,5.00701344
4.974452413,4.982243386
4.968676264,5.021666445
4.964353429,5.043533371
4.973688255,5.016835283
4.97679438,5.013993252
4.975699933,5.006301501
4.969647584,5.001524447
4.965215914,5.019609887
4.970337406,5.008158229
4.966920935,5.02277104
4.969993975,5.036117019
4.967936386,5.028065155
4.971104876,5.026653524
4.968987418,5.012006598
4.957814474,5.016995339
4.979695718,5.014816751
4.963929437,5.026126446
4.960334881,5.021554373
4.962396351,5.016711748
4.960752652,5.003913973
4.966302395,5.027872808
4.967167768,5.011811034
4.964973504,5.018012997
4.95989991,5.005692618
4.960556346,5.007174371
4.958223254,5.009030544
4.967564401,5.018589132
4.975255385,5.025722776
4.965061421,5.028553913
4.978322439,4.991571881
4.973727449,5.018242152
4.963906813,5.037240406
4.978043012,5.01038481
4.962622747,5.016230143
4.971412856,5.036160289
4.977574947,5.023026856
4.970538003,5.039329581
4.975871175,5.032085459
4.96726311,5.024208942
4.968812295,5.007122436
4.965268864,5.019682309
4.9721544,5.020114607
4.96173335,5.006214928
4.973234388,5.028216149
4.968330295,5.030042783
4.960360084,5.010575956
4.961927922,5.026138329
4.966503698,4.992356247
4.963511394,5.006532467
4.971515071,5.003749612
4.96995321,5.031548228
4.970366192,5.000815621
4.971659596,5.014368987
4.96088473,5.009650314
4.970650031,5.013720401
4.96794962,5.026713574
4.962920089,5.00977239
4.961275586,5.036485045
4.971256444,5.027578483
4.973964399,5.015340567
4.966711464,5.025146965
4.965516427,5.016719184
4.974997674,5.037855069
4.975560041,5.017496141
4.975769513,5.023517197
4.977705496,4.984116068
4.958707292,5.035841154
4.974481108,5.059999315
4.970901784,5.013624599
4.96820241,5.006170142
4.969501225,5.006092477
4.973481507,5.007094406
4.963505001,5.002778941
4.970560807,5.018484013
4.972090865,5.023676314
4.971487724,5.037884468
4.964851993,5.021615995
4.964907357,5.016945291
4.977540369,5.005023418
4.979769214,5.00926479
4.966030188,4.995477642
4.963957782,5.005558402
4.96939532,5.022935437
4.97880292,5.021862358
4.958364669,5.014146173
4.965129808,5.004097719
4.971502528,4.999856412
4.972942984,5.013332161
4.973343719,5.0086361
4.980885524,5.023973912
4.967516197,5.028067181
4.968854983,5.033931929
4.973489899,5.006759415
4.965058451,5.039666716
4.964600785,5.02155405
4.971859812,5.004311975
4.972526227,5.021711308
4.963797613,5.041297348
4.965230747,5.009633351
4.978566225,5.034566222
4.968375699,5.028327171
4.960925104,5.036747834
4.965862416,5.009710544
4.975039834,5.016027069
4.967539814,5.007139499
4.977634021,4.99418317
4.973185721,5.018518761
4.959524833,5.002219836
4.96314183,5.011467739
4.965694839,5.014102677
4.968429098,5.013289992
4.964023442,5.026575815
4.960643871,5.051093905
4.97196742,5.020495949
4.969362953,5.009991509
4.95763478,5.012975505
4.978160602,5.017567697
4.973470982,5.038040959
4.969540248,5.013546585
4.976127169,5.003887977
4.964044839,5.019328554
4.981502793,4.998120889
4.969659578,5.015104813
4.960515816,5.019107041
4.961833446,4.999562315
4.974150207,5.014339527
4.965974138,5.028796735
4.963785527,5.041953067
4.961245675,5.019770182
4.964985336,5.01708784
4.972361845,5.040517004
4.967924861,5.008789843
4.970402261,5.017343139
4.968814562,4.998665355
4.96106457,5.032364375
4.9733873,5.036362038
4.969625999,5.038540098
4.971950995,5.023447156
4.964136231,4.993572583
4.970829187,5.008473852
4.965854045,5.01314494
4.96817405,5.00782682
4.964163955,5.026028475
4.971398042,5.021848174
4.974506719,5.010530317
4.968691572,5.014469298
4.975697901,5.021794856
4.969743674,5.001207207
4.9683618,5.011282857
4.97996565,5.020408121
4.966210615,5.016440773
4.972870697,5.004069368
4.96538537,5.019663436
4.965930805,5.009284094
4.968350956,5.010557304
4.969971656,5.028570738
4.973756461,5.022388687
4.963298993,5.016216502
4.971676075,5.006472726
4.97609429,5.036380837
4.971797488,5.012085283
4.967941289,5.02626457
4.967185267,5.016665263
4.963294908,5.024741492
4.967493137,5.006476758
4.973011799,5.037465763
4.967698318,5.020232969
4.969809295,5.002890843
4.969838899,5.021647633
4.977133811,5.02382048
4.960175581,5.041261234
4.96758043,5.003560698
4.964901671,5.027082281
4.965088204,5.005139086
4.971654643,5.000400688
4.970859805,5.02618195
4.968263539,5.026135374
4.971846474,5.038854421
4.963290809,5.000682958
4.965599162,5.015207867
4.969437328,5.00647353
4.974771235,4.993233503
4.970135259,5.008664042
4.972323248,5.030408787
4.970469107,5.016032368
4.97519158,5.021366811
4.966916355,5.018677926
4.973634055,5.017375288
4.970011174,5.023237629
4.9820057,5.019815204
4.984098015,4.974698972
4.980598003,5.020770112
4.952881712,5.035409063
4.969419933,4.999251011
4.968225106,5.031023811
4.973798197,5.017757346
4.970572211,5.004487763
4.974281387,4.998091093
4.973034147,5.018354284
4.966330759,5.009500235
4.973478729,5.010409169
4.982927134,5.003951513
4.971306658,5.006566128
4.97044615,5.032687057
4.974415429,5.012313025
4.970396435,4.993644732
4.977780336,5.0316322
4.966866175,5.016688596
4.972655673,5.001807969
4.961921575,5.036142508
4.969292771,5.011208744
4.977974407,5.005904829
4.96926139,5.009653675
4.97577127,5.031994294
4.973866316,5.010156479
4.957426898,5.020494147
4.957633925,4.993714381
4.963022109,4.999984884
4.965855442,5.008917637
4.970150268,5.003146558
4.974732135,5.018538581
4.975143191,5.014123608
4.971658881,5.036683981
4.964240236,5.031600489
4.980290208,5.022680605
4.965291732,5.025288527
4.969383703,5.012280077
4.972069186,5.006647438
4.978762421,5.014674083
4.974404347,5.024916853
4.9788366,5.001091265
4.978104395,5.032879312
4.979980659,5.002042708
4.966706327,4.989178399
4.971767051,5.00250329
4.95801486,5.00661024
4.971391869,5.014649451
4.970301324,5.034991678
4.964040333,5.013249935
4.966986504,5.04225595
4.972920436,5.015446529
4.979096227,5.007192547
4.969471542,4.999016137
4.980344709,5.011977623
4.962007893,5.025450938
4.968176502,5.020472622
4.965070531,5.011855844
4.964652266,5.002214874
4.973838741,5.012910488
4.969966293,5.021255528
4.970998895,4.998397514
4.961950908,5.005966741
4.970534645,4.994182258
4.97607588,5.009085784
4.979010409,4.999453
4.966763729,5.003005893
4.970554172,5.010780966
4.982307304,5.002417658
4.972788865,5.00815995
4.966524118,5.025522236
4.979742799,5.028144755
4.967766326,5.019806405
4.973147887,5.004873347
4.965037007,5.030801114
4.963950211,5.015918678
4.972836346,5.035451788
4.983810876,5.030445669
4.969135047,4.983666027
4.968824759,5.017956739
4.975169424,5.010396309
4.971060969,5.031295642
4.969460081,5.023221032
4.970205815,5.03618865
4.96730749,5.017316186
4.971919462,5.023960345
4.97259525,5.033029531
4.972979681,5.008397591
4.972666403,4.990931515
4.971350976,5.021413693
4.972157311,5.017199787
4.973232073,5.016596565
4.972919102,5.018373027
4.970216325,5.038990588
4.972360317,4.994853808
4.98189513,5.010339403
4.97096015,5.003126461
4.974033251,5.036255163
4.963495322,5.019621036
4.963829661,5.01088829
4.972078825,5.0240173
4.97102479,5.037980816
4.967009986,5.027706727
4.975151384,5.009724904
4.978752083,4.998253399
4.960839513,5.033767455
4.969376161,5.009559503
4.976253486,5.020188664
4.964621155,4.998538862
4.966753861,5.013919105
4.973028722,5.01142249
4.963633769,5.040624851
4.983165634,5.031258602
4.968497462,4.993337671
4.972510257,5.017844203
4.975148734,5.005273066
4.973434813,5.024299408
4.970939282,5.018748726
4.97369335,4.992923863
4.977405269,5.021976155
4.961441226,5.021373205
4.974343166,5.008057999
4.977909155,5.018386175
4.976349607,5.021829384
4.97429197,5.022436776
4.977048134,4.997323717
4.969184195,5.010047588
4.966957266,5.011626484
4.977606893,5.004809409
4.976391649,5.033559911
4.97053273,5.02901818
4.966843477,5.041242608
4.968022199,5.019761327
4.969762562,4.997833327
4.975469389,5.035747075
4.978310512,5.03113387
4.971146351,5.004007784
4.968177429,5.012049764
4.972827191,5.026950825
4.981112462,5.025573527
4.965047471,4.99835654
4.97286197,5.025010697
4.966897869,5.042680586
4.95505624,5.016250476
4.96768332,5.035926286
4.975812125,5.004923165
4.97224291,5.026610641
4.962972663,5.031155234
4.974864989,5.022444484
4.977842763,5.042728235
4.967904644,5.032310306
4.963074473,5.04837366
4.970003001,5.020844777
4.974787443,5.003758655
4.974943471,5.015570038
4.970207796,5.017343529
4.97513519,5.028893394
4.979374371,5.017151126
4.972844505,5.008313486
4.973096664,5.009423929
4.97341243,5.029196637
4.971497434,5.030685308
4.977368458,4.992387447
4.965083657,5.014291533
4.959533679,5.030195907
4.974533838,5.020706771
4.976204881,5.001463317
4.963447542,5.00407363
4.973814474,5.038116077
4.971703155,4.996300962
4.96912449,5.002986905
4.9787651,4.984297302
4.970837378,5.021697711
4.976434857,5.007508535
4.968487066,4.988358551
4.96826279,5.029928135
4.978648288,5.018865007
4.972879365,5.017342988
4.971678075,5.016761394
4.968723903,5.021506141
4.974997211,4.984896607
4.988396096,5.016960918
4.982594323,5.019270011
4.970223873,5.014123567
4.969758582,5.014657075
4.982564842,5.032927855
4.979531265,5.010739747
4.971401459,5.010325845
4.967088574,4.996569724
4.976908435,5.024697994
4.962352247,5.015010998
4.970968024,5.001253754
4.972704847,5.020129277
4.97001604,4.990193967
4.979593075,5.0188434
4.976675373,5.049942359
4.976854694,5.006308922
4.970737172,5.01303298
4.965724998,5.011636665
4.968975736,5.015529269
4.96793574,5.015506132
4.972132851,5.029929265
4.962294807,5.005197177
4.978026936,5.014922189
4.979077649,4.985710566
4.970438427,5.033434284
4.980571361,5.021030787
4.97056613,5.010426959
4.958552301,5.01689819
4.981721432,5.00062754
4.962158992,5.025521098
4.971214324,5.017416149
4.991876992,5.017579284
4.961523902,5.018188006
4.968435154,5.002321127
4.967259242,5.016799018
4.975426831,5.015225994
4.982389411,5.015148462
4.953281058,5.007251238
4.966554647,5.009314621
4.980078284,4.998938673
4.973026842,5.001988379
4.976014392,5.003915757
4.969138911,5.012223681
4.969720129,5.020049104
4.972023679,5.03801637
4.979259812,5.042205667
4.974807925,5.034678168
4.978700979,5.014136368
4.982161675,5.022807281
4.96951271,5.007821232
4.966452357,4.997114022
4.973211011,5.024901015
4.970119756,5.001810142
4.97234463,5.022475124
4.975464587,5.010573182
4.974582979,5.021686201
4.973853824,5.025753273
4.981610845,5.036517612
4.968903466,5.009182837
4.973305999,5.007097041
4.957825943,5.02754001
4.985936816,5.006978426
4.965986324,5.000972728
4.969840081,5.020551765
4.972658399,4.989975006
4.978072701,5.008597468
4.969629792,5.004613134
4.974507531,4.989851578
4.974598268,5.018834361
4.969099903,5.030078813
4.975582189,5.016891236
4.971516483,5.010427909
4.965988691,5.020239594
4.965069592,4.98777895
4.969615223,5.012784928
4.979223142,4.998853199
4.968403748,5.034880096
4.969947184,5.02975163
4.972536028,5.019366158
4.971584211,5.01499173
4.965318628,5.007004944
4.972400982,5.027658076
4.966965508,5.008591215
4.974366902,5.013303543
4.975702825,5.022395924
4.969662978,5.007370331
4.977873985,5.018965781
4.972347148,5.014010076
4.969597607,5.006005855
4.971095279,5.029412611
4.977270355,5.013631511
4.960615859,5.024827724
4.979447869,4.99516427
4.960445671,5.026329048
4.969882378,5.013873071
4.97525951,5.034647179
4.983898018,5.013249996
4.974402266,5.039525458
4.977462176,5.002712732
4.967516512,5.046756535
4.967761535,5.046083395
4.958149902,5.042629204
4.975694038,5.002923863
4.980629307,5.011179463
4.971915389,5.014175891
4.969620604,5.031428697
4.973622803,5.013028022
4.9769161,5.031281648
4.975696832,5.033360886
4.981211953,5.023302579
4.972548505,4.995659911
4.976584611,5.034440343
4.955306616,5.015353879
4.973256488,5.010452233
4.986470195,5.006261852
4.975053178,5.000970496
4.9782479,4.999944277
4.973368098,5.012255347
4.977377688,4.990893708
4.975639174,5.031443864
4.978874774,5.007977437
4.969642459,5.017716296
4.971442783,5.017592642
4.979102761,5.050795993
4.965606947,5.007821728
4.965564184,5.010786806
4.965589542,5.026658319
4.971924588,5.024448546
4.974872557,5.000079132
4.974163668,5.021840403
4.981842009,5.003683852
4.972934393,5.047116162
4.964857108,5.021092627
4.974220479,5.009278929
4.977542055,5.009686414
4.971492287,5.004786855
4.966957062,5.021352361
4.981634343,5.0101954
4.980730773,5.026755856
4.972021202,5.026764178
4.986935076,5.018780458
4.984657911,5.006038797
4.973133353,5.035047097
4.976996983,4.997372677
4.969259348,5.020957627
4.968504322,5.018548826
4.969976818,5.016702602
4.974325333,5.033186016
4.970274221,5.04171165
4.98281896,5.012080322
4.982613204,5.025678216
4.97727883,5.016829748
4.974654077,4.989827328
4.981022549,5.019024287
4.968651728,5.014137565
4.964374474,5.012412504
4.976215834,5.01474937
4.984455189,5.012218176
4.982631983,5.016010624
4.969529712,5.046226262
4.967023932,5.016404035
4.970150091,5.028139892
4.970959941,5.033093663
4.978809594,5.027831789
4.966469305,5.031448352
4.977308156,5.026962775
4.978575152,5.023215478
4.969444588,5.002067454
4.976551608,5.00149067
4.970171063,5.006925449
4.975892029,5.017610617
4.972268962,5.020889205
4.967403104,5.006276793
4.977146435,4.989739684
4.976975711,5.014507785
4.980619951,5.013249171
4.978332884,5.007831081
4.974649925,4.996057082
4.973287727,5.031468738
4.976860683,5.021047154
4.982655996,5.027407051
4.961754079,5.032245741
4.977635204,4.995394969
4.981905603,5.022933359
4.979696804,5.019893671
4.980456113,5.00583906
4.976811801,5.022325182
4.974288792,5.017751116
4.963183411,5.003641308
4.969652215,5.015450819
4.978445891,5.033232757
4.974810702,5.034237283
4.979440992,5.021886322
4.97700187,5.04629554
4.967898077,5.000780473
4.981680581,5.024465518
4.976457267,5.007846918
4.976685788,5.01750735
4.985373021,5.035098732
4.967157994,5.031219732
4.96456566,5.019092335
4.979010905,5.05334645
4.981136009,5.020635989
4.983108116,5.024322744
4.979597905,5.011330293
4.98003963,5.029684571
4.97086146,5.024365011
4.978338933,4.989882583
4.974182605,5.01886178
4.970252032,5.024296782
4.983283771,4.982209721
4.971132651,5.030178051
4.98286163,5.016592862
4.971725128,5.030916461
4.979567835,5.016487327
4.971558874,5.015961659
4.977156855,5.020074709
4.973965211,5.004687251
4.973114371,5.007594349
4.986006713,5.015077421
4.97087297,5.045712948
4.979805925,5.038569816
4.973475915,5.011972542
4.972126959,5.016596013
4.968131021,5.007535458
4.983991441,5.02809063
4.968353336,5.0127969
4.97226752,5.02000177
4.976526038,5.011829955
4.975845185,5.039384342
4.969818056,5.011766227
4.970569647,4.992531026
4.97940037,5.008076778
4.97610047,5.022200389
4.969849193,5.025874296
4.97965702,5.025749118
4.971157142,5.03183821
4.983329661,5.018082637
4.971230058,5.01809203
4.97978587,4.997073959
4.978579779,5.008825329
4.985833817,5.018915876
4.977401409,5.024797846
4.981280919,5.007423641
4.978800536,5.017512545
4.977785948,5.028453826
4.972191771,5.012099584
4.983613478,5.010252151
4.986950121,5.042834358
4.980703117,5.03141238
4.989877603,5.026247209
4.980670875,5.002132171
4.988984076,5.032702528
4.972299607,5.017297146
4.973253501,5.033833887
4.969120392,5.001796761
4.981627228,5.000389199
4.973076469,5.009203487
4.976937879,5.012752725
4.975903978,5.017505599
4.980179256,5.024454334
4.97177865,5.0163722
4.973357285,5.028329447
4.975392406,4.998636633
4.970648886,5.02482467
4.977807369,5.040999153
4.988247758,5.019518113
4.972446673,5.011974562
4.97417013,5.024166343
4.967899578,5.002188156
4.974803965,5.024918832
4.972237076,5.040828266
4.972625009,4.993520386
4.980381909,5.007709852
4.9829729,5.025190578
4.971503135,5.014561428
4.978056408,5.011833711
4.973428616,5.035237469
4.973589696,5.010335388
4.982932312,5.042184126
4.964617752,5.024650446
4.972559305,5.001563523
4.965478637,5.008627784
4.981915545,5.022338634
4.983206726,5.008421109
4.975418025,5.023348857
4.965424499,5.010864709
4.971794406,4.996880942
4.969185307,5.016946777
4.981023474,5.044977453
4.978919855,5.018631913
4.971902286,5.028744516
4.970889233,5.018262372
4.97109014,5.031373565
4.961975831,5.022091833
4.979797651,5.005228703
4.978604275,5.032274618
4.971772249,5.038069846
4.981577469,5.020670167
4.979972261,5.028389763
4.968824598,5.008273845
4.978960823,5.017542801
4.974622644,5.013456424
4.969299997,5.00436914
4.964075383,5.017473308
4.984385518,5.022683178
4.969356148,5.002656205
4.980395871,5.000547583
4.97628296,4.999257089
4.979279961,5.024085922
4.975585637,5.037606874
4.980368195,5.025640424
4.966937486,5.013459638
4.989904546,5.018653245
4.97645595,5.044739592
4.971798158,5.024944225
4.970343002,5.011525211
4.971481028,5.007166747
4.977873131,5.011140303
4.980670333,5.01560923
4.970839489,5.013889426
4.980709199,5.008945702
4.964749746,5.00123839
4.972860839,5.044306828
4.975831266,5.008251413
4.971409487,5.031116883
4.971145423,5.009004373
4.96833751,5.012234014
4.978916327,5.021072427
4.978745054,5.023554193
4.978088322,5.01341833
4.976869917,5.027245273
4.980729486,5.029522925
4.977859355,5.017387291
4.977399008,5.024078725
4.975517438,5.034065043
4.977052064,5.02010943
4.976359359,5.01734437
4.973379827,5.037416369
4.988453857,4.999804468
4.981575366,5.011118352
4.972984047,5.034082596
4.973079565,5.038032497
4.964435039,5.009026552
4.979631541,5.013719131
4.970361833,5.01424453
4.973599045,5.02159043
4.980467717,5.024000671
4.963337589,5.018723086
4.975645473,5.012146299
4.978522381,4.993664363
4.965212054,4.998511497
4.982741618,5.030894992
4.975930407,4.989412768
4.979537981,5.016286859
4.978951727,5.01594359
4.978849934,5.041276746
4.981377039,4.99267595
4.986174723,5.014647415
4.979246793,5.000314992
4.965385457,5.021071359
4.975638862,5.006627778
4.982881051,5.029008575
4.980619516,5.032781816
4.986885568,5.026092076
4.982848371,5.019439252
4.982378092,5.01798987
4.979441131,5.008720448
4.975871221,4.995716321
4.972768292,5.015222953
4.972633186,5.037269192
4.984156808,5.021960604
4.97537867,5.004363686
4.975256903,5.011373113
4.977677743,5.025910298
4.980191828,5.015891443
4.979033201,4.971916875
4.98570413,5.00503308
4.971577584,5.026442168
4.980232011,5.032917725
4.972743451,5.009070223
4.977992913,5.031658346
4.980337259,5.007212056
4.983389512,5.008926184
4.96523514,5.014862294
4.971081051,5.00814831
4.973530046,5.015260956
4.975106402,5.010812481
4.978356434,5.031997389
4.980115603,5.011263855
4.963339595,5.011370606
4.977658977,5.023232192
4.97702096,5.006851721
4.983069546,5.009038987
4.974787035,5.024269819
4.965139201,5.012146516
4.975138423,5.015455969
4.977409705,5.012444061
4.97575278,5.002461841
4.974544247,5.010602286
4.970022743,5.021495543
4.978433643,5.031013946
4.979921712,5.022400134
4.983774031,4.986591567
4.979328895,5.012858563
4.979891493,5.013905804
4.964264701,5.029015151
4.986701866,5.00291488
4.978287789,4.987353668
4.980660145,5.014703461
4.975966065,5.024835326
4.969762245,5.001756631
4.978877703,5.005617186
4.978960673,5.027229075
4.97404827,5.002637257
4.973100492,5.009570293
4.969610783,5.003766361
4.989245502,5.012281882
4.979096471,5.035508958
4.974009248,5.004835028
4.978132113,5.008121417
4.97490159,5.010619123
4.978267902,5.001577268
4.978749395,5.039972477
4.979078045,5.003017251
4.982518432,5.024874296
4.973824342,5.010666301
4.97684379,5.000622275
4.984780922,5.011186953
4.987596412,5.018936899
4.977269748,5.044507424
4.981592924,5.021664461
4.978448283,4.991566342
4.974104913,5.023661054
4.965212781,5.021170871
4.984490294,5.01077664
4.970178609,5.025176101
4.972785808,4.995656016
4.964467368,5.027095891
4.978293895,5.004129757
4.969964702,5.036905741
4.978998274,4.996588437
4.977340358,5.025401632
4.982260717,5.021234708
4.974005908,5.005212046
4.990215189,5.02254811
4.97247691,5.002696873
4.986599964,5.005763975
4.982731627,5.004565363
4.975163219,5.009392177
4.97734839,5.01659019
4.980811584,5.009025965
4.964857037,5.005124298
4.9782427,5.004873861
4.972049404,5.005667157
4.978348548,4.995694373
4.978093406,5.010654827
4.983334195,5.023074059
4.98858854,5.009064953
4.973907104,4.999950501
4.983559627,5.033676414
4.980450583,5.015112784
4.973549495,5.018533558
4.973584155,5.026301954
4.977374891,5.004000777
4.978858754,5.031064857
4.980968241,4.996007874
4.982331448,5.002809249
4.969954004,5.000186866
4.971854581,5.007793704
4.982143529,5.028132483
4.972430582,5.025612884
4.981932041,5.022855369
4.978182264,5.007451449
4.99017961,5.004039762
4.969931494,4.986419829
4.97693177,5.014036689
4.976593077,5.008384111
4.977336119,5.012213279
4.982262262,5.002836928
4.987538056,5.028143534
4.988774901,5.027929923
4.978536792,5.036393644
4.977734555,5.016304962
4.981368305,5.00061506
4.976594696,5.011533694
4.970493139,5.021018192
4.981475806,5.028187255
4.979381963,5.035026427
4.979572139,4.980064621
4.978819429,5.011183205
4.976524013,4.981683802
4.975890715,5.006976268
4.970125468,5.035686474
4.962067257,5.00611781
4.979683514,4.992533069
4.974390546,5.019305889
4.979636495,4.997797135
4.973900331,5.023013217
4.984643881,5.031977802
4.966675673,5.009215412
4.981641563,4.997911141
4.973070701,5.026626813
4.978549225,5.024804011
4.975513796,5.016314306
4.981836532,5.000440734
4.982701612,5.033282772
4.985685637,5.008687538
4.990554184,5.010187054
4.9904216,5.03158282
4.966853677,5.033958108
4.981899221,5.002469011
4.973161518,5.032627155
4.981353723,5.031377178
4.976146471,5.036554769
4.989523905,5.039400828
4.980129254,5.021410849
4.974714044,5.023329298
4.980420832,5.015949609
4.970320724,5.026477645
4.978893352,5.01177124
4.982385834,4.992620378
4.976293226,5.004346543
4.982636332,5.007030561
4.973468192,5.021951422
4.98082551,5.023025131
4.983638966,4.995514144
4.972656956,5.008871162
4.981221175,5.011527392
4.979292712,5.025758328
4.973842992,5.038425755
4.988813599,5.01863847
4.978437688,5.01198634
4.973999724,5.031867287
4.969381578,5.012511116
4.978782356,5.019904795
4.975882162,5.017341052
4.980097336,5.003874443
4.976545683,5.0152768
4.974755669,5.006212238
4.984424171,5.027757948
4.983044146,5.013229608
4.975282673,5.000980524
4.978260397,5.011268563
4.985073122,4.994126122
4.978978515,5.006636329
4.969972361,5.029323221
4.979563187,5.007405966
4.969227301,4.996070169
4.960899974,5.026485592
4.96696412,5.011701279
4.969419596,5.021242389
4.979509578,5.01969594
4.978464521,5.015655829
4.973736849,5.016372424
4.974338044,5.023066945
4.972025976,5.032246716
4.974443397,5.030685874
4.980323021,5.008845451
4.977358937,5.025668203
4.969961165,5.007001098
4.969983678,5.001023384
4.983854531,5.015409223
4.971097465,5.008720269
4.974358372,5.012407619
4.979255329,5.030583366
4.97815372,5.00504861
4.969354397,5.037344904
4.980262785,4.995071878
4.979961647,5.034023945
4.971342035,5.021203726
4.976002897,4.994116056
4.982126299,5.009622673
4.972660228,5.015134798
4.978132301,5.021370459
4.982768143,5.025281664
4.984995829,5.030018747
4.972420279,5.040896974
4.976578498,5.016502343
4.972373988,5.026171109
4.983915168,5.025287467
4.976200871,5.020821052
4.977730233,5.004797353
4.983093311,5.006071429
4.986088446,5.038817433
4.975582075,5.019492315
4.978758426,5.012376238
4.971886481,5.01725977
4.974607702,5.021408084
4.964290213,5.001060415
4.973866341,5.034004654
4.975667959,5.011782226
4.982046258,4.998155947
4.977328077,5.020342436
4.975178168,5.025624347
4.972187831,5.033126958
4.965412646,5.004106396
4.975231639,4.995926109
4.972477726,5.007630751
4.97777226,5.004680627
4.975955721,5.020244315
4.973608907,5.007641727
4.981751338,5.009497185
4.964028989,4.989837142
4.985124912,5.012517414
4.974048485,5.007842372
4.984394143,5.020412347
